 ,number,MoraActual,Colocado actual,Sucursal,FechaPrimerCompra,FechaUltimaCompra,Recencia,ComprasUltimoMes,ComprasPromedio6meses,ColocadoPromedio6meses,RentabilidadPromedioVale,RentabilidadPromedioMes,UsoLinea,LimiteCredito,LimiteContractual,Estatus,Nivel,R,F,M,Código RFM,Accion requerida
1397,709,0,232454,Culiacan,2018-10-25,2025-09-03,1,18,13,"$196,958",$169,"$2,170",0.9685531915,"$235,000","$300,000",Autorizado,Platino,5,3,4,534,🏆 Candidata a Incremento
1399,711,0,184092,Los Mochis,2018-10-26,2025-08-29,6,16,14,"$220,623",$163,"$2,278",0.5938451613,"$310,000","$310,000",Autorizado,Platino,4,3,3,433,📈​ Crecer Monto
1402,714,0,312124,Huatabampo,2018-10-26,2025-09-03,1,26,23,"$297,207",$198,"$4,584",90.13%,"$325,000","$400,000",Autorizado,Titanio,5,3,2,532,💎 Ancla de Negocio
1403,715,0,176432,Culiacan,2018-10-29,2025-09-02,2,8,11,"$196,952",$162,"$1,755",0.5123366667,"$300,000","$300,000",Autorizado,Platino,4,2,2,422,🎟️​ Crecer frecuencia
1404,716,0,152679,Huatabampo,2018-11-01,2025-09-03,1,9,8,"$150,217",$172,"$1,430",0.6368361045,"$210,500","$300,000",Autorizado,Platino,5,2,2,522,🎟️​ Crecer frecuencia
1406,718,0,99373,Huatabampo,2018-10-29,2025-09-03,1,6,10,"$133,970",$110,"$1,080",0.4100636364,"$220,000","$300,000",Autorizado,Oro,5,1,3,513,🎟️​ Crecer frecuencia
1407,719,0,65377,Cd Obregon,2018-10-26,2025-09-02,2,4,5,"$61,147",$132,$684,63.63%,"$90,000","$300,000",Autorizado,Plata,4,1,2,412,🎟️​ Crecer frecuencia
1410,722,0,135212,Los Mochis,2018-10-31,2025-09-02,2,13,7,"$101,036",$142,"$1,044",0.8172645161,"$155,000","$300,000",Autorizado,Oro,4,2,3,423,🎟️​ Crecer frecuencia
1415,727,0,5726,Eldorado,2018-10-31,2025-07-18,48,0,1,"$10,388",$207,$276,0.06743076923,"$65,000","$300,000",Autorizado,Inicial,1,1,1,111,🫨 Reactivación
1416,728,0,61660,Eldorado,2018-11-03,2025-08-22,13,6,3,"$39,695",$347,$983,0.56474,"$100,000","$300,000",Autorizado,Bronce,4,2,3,423,🎟️​ Crecer frecuencia
1417,729,0,277229.93,Huatabampo,2018-10-29,2025-09-03,1,16,14,"$249,344",$327,"$4,694",0.9276633596,"$292,300","$300,000",Autorizado,Platino,5,3,5,535,💎 Ancla de Negocio
1418,730,0,257398.38,Culiacan,2018-10-29,2025-09-02,2,25,20,"$283,874",$63,"$1,290",79.50%,"$300,000","$300,000",Autorizado,Titanio,4,3,2,432,💎 Ancla de Negocio
1419,731,0,72469,Culiacan,2018-11-07,2025-09-02,2,3,7,"$94,108",$109,$724,35.60%,"$175,000","$300,000",Autorizado,Plata,4,1,3,413,🎟️​ Crecer frecuencia
1420,732,0,138194.33,Cd Obregon,2018-10-29,2025-08-29,6,18,8,"$92,988",$113,$939,76.39%,"$161,000","$300,000",Autorizado,Plata,4,4,5,445,🔥 Mantener Racha
1422,734,0,116094,Mazatlan,2018-10-30,2025-08-01,34,1,12,"$256,472",$204,"$2,408",24.04%,"$360,000","$360,000",Autorizado,Titanio,2,1,1,211,🚨Impedir Abandono
11627,10832,47,28500,Puerto Vallarta,2024-01-29,2025-07-04,62,0,3,"$13,092",-$170,-$509,0.9193548387,"$31,000","$100,000",Bloqueado,Inicial,1,1,4,114,🫨 Reactivación
1423,735,0,299655.6,Navolato,2018-10-30,2025-09-03,1,21,17,"$283,016",$259,"$4,497",88.58%,"$325,000","$400,000",Autorizado,Titanio,5,3,2,532,💎 Ancla de Negocio
1425,737,0,121640,Eldorado,2018-11-15,2025-09-02,2,10,6,"$102,379",$243,"$1,376",0.7091443129,"$195,083","$300,000",Autorizado,Oro,4,2,3,423,🎟️​ Crecer frecuencia
1430,742,0,309594,Guasave,2018-10-31,2025-09-02,2,19,17,"$297,041",$280,"$4,856",93.85%,"$325,000","$400,000",Bloqueado (Automatico),Titanio,4,2,2,422,💎 Ancla de Negocio
1431,743,0,304498.47,Guasave,2018-10-31,2025-09-03,1,20,18,"$270,647",$189,"$3,409",83.90%,"$325,000","$400,000",Autorizado,Titanio,5,2,2,522,💎 Ancla de Negocio
1433,745,0,106352.94,Navolato,2018-11-07,2025-09-01,3,3,8,"$151,854",$126,$986,0.45774245,"$200,000","$300,000",Bloqueado (Automatico),Platino,4,1,1,411,🎟️​ Crecer frecuencia
1435,747,0,198154.15,Culiacan,2018-12-17,2025-08-31,4,16,11,"$186,991",$243,"$2,591",0.6618603774,"$265,000","$300,000",Autorizado,Platino,4,3,3,433,📈​ Crecer Monto
1438,750,0,299962,Mazatlan,2018-11-01,2025-09-03,1,20,18,"$296,767",$200,"$3,701",88.84%,"$300,000","$300,000",Autorizado,Titanio,5,2,2,522,💎 Ancla de Negocio
1439,751,0,243059.66,Guamuchil,2018-11-08,2025-09-03,1,15,13,"$272,981",$270,"$3,460",68.66%,"$325,000","$400,000",Autorizado,Titanio,5,2,2,522,🎟️​ Crecer frecuencia
1442,754,0,94009.4,Cd Obregon,2018-11-03,2025-08-27,8,3,6,"$79,951",$227,"$1,400",72.74%,"$122,000","$300,000",Autorizado,Plata,4,1,3,413,🎟️​ Crecer frecuencia
1443,755,0,58437,Huatabampo,2018-11-06,2025-08-19,16,4,4,"$50,179",$185,$710,59.86%,"$85,000","$300,000",Autorizado,Plata,3,1,2,312,🥶Enfriándose
1445,757,0,313296,Los Mochis,2018-11-07,2025-09-01,3,24,18,"$288,392",$162,"$2,941",85.59%,"$325,000","$400,000",Autorizado,Titanio,4,3,2,432,💎 Ancla de Negocio
1446,758,0,107578,Culiacan,2018-11-09,2025-09-03,1,9,9,"$105,298",$125,"$1,062",0.9259556727,"$110,812","$300,000",Autorizado,Oro,5,2,3,523,🎟️​ Crecer frecuencia
1448,760,0,353736.79,Los Mochis,2018-11-06,2025-08-25,10,22,20,"$348,729",$240,"$4,680",86.97%,"$360,000","$360,000",Autorizado,Titanio,4,3,2,432,💎 Ancla de Negocio
1449,761,0,72388,Los Mochis,2018-11-13,2025-08-21,14,4,5,"$78,181",$156,$703,42.84%,"$140,000","$300,000",Autorizado,Plata,4,1,3,413,🎟️​ Crecer frecuencia
1455,767,0,55491.85,Culiacan,2018-11-08,2025-08-28,7,3,4,"$63,269",$201,$842,80.25%,"$60,000","$300,000",Autorizado,Plata,4,1,2,412,🎟️​ Crecer frecuencia
1456,768,0,57547,Los Mochis,2018-11-12,2025-09-01,3,5,4,"$67,165",$220,$771,37.77%,"$151,800","$300,000",Autorizado,Plata,4,2,2,422,🎟️​ Crecer frecuencia
11827,11000,92,9478.6,Orizaba,2024-02-10,2025-03-14,174,0,2,"$18,547",$296,$592,0.189572,"$50,000","$100,000",Bloqueado,Inicial,1,1,2,112,🧊 Hibernando
1458,770,0,288630,Mazatlan,2018-11-11,2025-09-03,1,16,17,"$283,669",$265,"$4,424",77.44%,"$330,000","$360,000",Autorizado,Titanio,5,2,2,522,💎 Ancla de Negocio
1460,772,0,92317,Culiacan,2019-04-23,2025-09-03,1,6,5,"$87,036",$182,$938,70.62%,"$138,253","$300,000",Autorizado,Plata,5,2,3,523,🎟️​ Crecer frecuencia
1462,774,0,140561.27,Culiacan,2018-11-10,2025-09-01,3,6,8,"$137,651",$339,"$2,655",0.6835263158,"$190,000","$300,000",Autorizado,Oro,4,1,4,414,🎟️​ Crecer frecuencia
1465,777,0,292090.87,Culiacan,2018-11-22,2025-09-03,1,17,18,"$278,654",$164,"$2,930",85.63%,"$325,000","$400,000",Autorizado,Titanio,5,2,2,522,💎 Ancla de Negocio
11882,11055,153,18474.03,Guasave,2024-02-19,2025-03-19,169,0,1,"$18,700",$954,$954,0.9237015,"$20,000","$100,000",Bloqueado (Automatico),Inicial,1,1,3,113,🧊 Hibernando
1469,781,0,125096.82,Guasave,2018-12-04,2025-09-03,1,11,9,"$104,158",$157,"$1,416",0.8993851852,"$135,000","$300,000",Autorizado,Oro,5,2,3,523,🎟️​ Crecer frecuencia
1472,784,0,307028.32,Huatabampo,2018-11-16,2025-09-01,3,24,15,"$240,901",$245,"$3,634",0.8489212121,"$330,000","$400,000",Autorizado,Platino,4,4,5,445,💎 Ancla de Negocio
1477,789,0,299576,Culiacan,2018-11-17,2025-08-23,12,16,15,"$259,355",$274,"$4,205",87.79%,"$300,000","$300,000",Autorizado,Titanio,4,2,2,422,💎 Ancla de Negocio
1478,790,0,195410,Navolato,2018-11-20,2025-09-02,2,17,12,"$189,631",$220,"$2,569",0.7019471698,"$265,000","$300,000",Autorizado,Platino,4,3,3,433,📈​ Crecer Monto
1479,791,0,119179,Los Mochis,2018-11-23,2025-09-02,2,14,8,"$105,178",$100,$798,0.6836158537,"$164,000","$300,000",Autorizado,Oro,4,2,3,423,🎟️​ Crecer frecuencia
1480,792,0,284975,Culiacan,2018-11-22,2025-09-04,0,20,22,"$256,058",$110,"$2,402",81.02%,"$320,000","$400,000",Autorizado,Titanio,5,2,2,522,💎 Ancla de Negocio
1481,793,0,214550,Tepic,2018-11-21,2025-09-03,1,19,17,"$201,660",$103,"$1,715",0.8151666667,"$300,000","$300,000",Autorizado,Platino,5,3,3,533,📈​ Crecer Monto
1482,794,0,328468,Culiacan,2018-11-21,2025-09-03,1,21,17,"$297,461",$232,"$3,987",94.72%,"$330,000","$400,000",Autorizado,Titanio,5,3,2,532,💎 Ancla de Negocio
1488,800,0,45774.86,Tepic,2018-12-22,2025-09-02,2,4,3,"$44,618",$186,$484,0.4677272727,"$110,000","$300,000",Autorizado,Bronce,4,2,3,423,🎟️​ Crecer frecuencia
1490,802,0,256434,Huatabampo,2018-11-23,2025-09-03,1,15,14,"$208,809",$172,"$2,410",0.8260066667,"$300,000","$300,000",Autorizado,Platino,5,3,4,534,💎 Ancla de Negocio
1491,803,0,49673,Guasave,2018-11-22,2025-08-19,16,2,2,"$44,024",$221,$480,0.5132,"$85,000","$300,000",Autorizado,Bronce,3,1,3,313,🥶Enfriándose
1495,807,0,57391,Mazatlan,2018-12-20,2025-09-03,1,2,3,"$51,279",$266,$799,66.60%,"$90,000","$300,000",Autorizado,Plata,5,1,2,512,🎟️​ Crecer frecuencia
1497,809,0,103466.27,Culiacan,2018-12-21,2025-08-30,5,5,6,"$93,787",$226,"$1,356",63.68%,"$155,000","$300,000",Autorizado,Plata,4,2,4,424,🔥 Mantener Racha
1499,811,0,63216.34,Culiacan,2018-11-28,2025-08-05,30,1,6,"$108,115",$134,$807,0.3313133333,"$150,000","$300,000",Autorizado,Oro,3,1,2,312,🥶Enfriándose
1500,812,0,319369.47,Costa Rica,2018-11-28,2025-09-02,2,23,18,"$291,482",$273,"$5,010",94.47%,"$340,000","$400,000",Autorizado,Titanio,4,3,2,432,💎 Ancla de Negocio
1503,815,0,292869.93,Culiacan,2018-11-30,2025-09-03,1,20,18,"$316,588",$200,"$3,606",75.85%,"$350,000","$400,000",Autorizado,Titanio,5,2,2,522,💎 Ancla de Negocio
1506,818,0,264075.99,Navolato,2018-11-28,2025-09-03,1,15,14,"$226,697",$203,"$2,842",0.927309434,"$265,000","$300,000",Autorizado,Platino,5,3,4,534,💎 Ancla de Negocio
1507,819,0,273067.45,Culiacan,2018-11-29,2025-09-01,3,16,15,"$261,765",$211,"$3,162",71.90%,"$330,000","$400,000",Autorizado,Titanio,4,2,2,422,💎 Ancla de Negocio
1508,820,0,217949,Culiacan,2018-12-01,2025-09-03,1,12,14,"$231,256",$126,"$1,786",0.6884178571,"$280,000","$300,000",Autorizado,Platino,5,2,3,523,🎟️​ Crecer frecuencia
1509,821,0,180706,Eldorado,2018-12-03,2025-09-03,1,14,11,"$143,521",$121,"$1,287",0.7938,"$205,000","$300,000",Autorizado,Oro,5,2,4,524,🔥 Mantener Racha
1510,822,0,293686,Huatabampo,2018-11-30,2025-09-03,1,28,20,"$276,536",$188,"$3,850",81.74%,"$325,000","$400,000",Autorizado,Titanio,5,3,2,532,💎 Ancla de Negocio
1512,824,0,64308.41,Guasave,2019-01-02,2025-08-20,15,6,4,"$59,251",$280,"$1,009",20.48%,"$300,000","$300,000",Autorizado,Plata,4,2,2,422,🎟️​ Crecer frecuencia
1513,825,0,99485,Tepic,2018-12-01,2025-09-01,3,6,4,"$89,922",$297,"$1,286",52.47%,"$175,000","$300,000",Autorizado,Plata,4,2,3,423,🎟️​ Crecer frecuencia
1515,827,0,301099.99,Guasave,2018-12-11,2025-09-01,3,28,18,"$276,719",$165,"$2,917",81.25%,"$330,000","$400,000",Autorizado,Titanio,4,3,2,432,💎 Ancla de Negocio
1519,831,0,108414,Navolato,2018-12-03,2025-09-03,1,5,6,"$100,415",$251,"$1,463",0.7000625,"$160,000","$300,000",Autorizado,Oro,5,1,3,513,🎟️​ Crecer frecuencia
1521,833,0,139991.08,Culiacan,2018-12-04,2025-09-02,2,9,8,"$103,728",$150,"$1,253",0.7925636364,"$165,000","$300,000",Autorizado,Oro,4,2,4,424,🔥 Mantener Racha
1522,834,0,114469,Chihuahua,2018-12-03,2025-08-27,8,5,8,"$154,201",$310,"$2,428",0.3815633333,"$300,000","$300,000",Autorizado,Platino,4,1,1,411,🎟️​ Crecer frecuencia
1524,836,0,177215,Mazatlan,2018-12-03,2025-09-04,0,10,11,"$188,437",$213,"$2,419",0.6394705882,"$255,000","$300,000",Autorizado,Platino,5,2,2,522,🎟️​ Crecer frecuencia
1526,838,0,38123,Mazatlan,2018-12-01,2025-09-03,1,7,2,"$23,681",$47,$118,0.4002190476,"$105,000","$300,000",Autorizado,Bronce,5,3,2,532,📈​ Crecer Monto
1528,840,0,329871.27,Tepic,2018-11-30,2025-09-03,1,25,17,"$304,285",$196,"$3,427",99.98%,"$330,000","$400,000",Autorizado,Titanio,5,3,2,532,🏆 Candidata a Incremento
1529,841,0,164340,Guasave,2018-12-04,2025-09-02,2,11,9,"$155,021",$139,"$1,323",0.8548871795,"$195,000","$300,000",Autorizado,Platino,4,2,2,422,🎟️​ Crecer frecuencia
1530,842,0,209628.69,Chihuahua,2018-12-06,2025-08-29,6,10,12,"$171,097",$284,"$3,355",0.7686339623,"$265,000","$300,000",Autorizado,Platino,4,2,3,423,🎟️​ Crecer frecuencia
1533,845,0,60431,Cd Obregon,2018-12-05,2025-08-14,21,2,3,"$60,072",$239,$598,20.19%,"$260,000","$300,000",Autorizado,Plata,3,1,2,312,🥶Enfriándose
1534,846,0,299257,Tepic,2018-12-06,2025-09-02,2,22,19,"$298,906",$249,"$4,778",91.34%,"$300,000","$300,000",Autorizado,Titanio,4,3,2,432,💎 Ancla de Negocio
1537,849,0,130249.79,Los Mochis,2018-12-10,2025-08-27,8,10,6,"$86,698",$153,$891,87.54%,"$132,000","$300,000",Autorizado,Plata,4,3,4,434,🎟️​ Crecer frecuencia
1538,850,0,299708,Chihuahua,2018-12-10,2025-08-23,12,15,16,"$297,841",$333,"$5,332",99.90%,"$300,000","$300,000",Bloqueado (Automatico),Titanio,4,2,2,422,🏆 Candidata a Incremento
1540,852,0,202376,Navolato,2018-12-06,2025-09-02,2,19,15,"$193,686",$152,"$2,233",0.7670042553,"$235,000","$300,000",Autorizado,Platino,4,3,3,433,📈​ Crecer Monto
1542,854,0,8050,Culiacan,2019-01-24,2025-06-05,91,0,1,"$15,589",$173,$173,0.09076923077,"$65,000","$300,000",Autorizado,Inicial,1,1,1,111,🧊 Hibernando
1545,857,0,210294.5,Guasave,2018-12-15,2025-09-02,2,10,12,"$216,992",$229,"$2,827",0.6208733333,"$300,000","$300,000",Autorizado,Platino,4,2,3,423,🎟️​ Crecer frecuencia
1546,858,0,319365,Guasave,2018-12-07,2025-09-01,3,24,19,"$300,132",$230,"$4,417",85.03%,"$330,000","$400,000",Autorizado,Titanio,4,3,2,432,💎 Ancla de Negocio
1547,859,0,60449,Culiacan,2018-12-07,2025-08-25,10,2,4,"$86,941",$214,$857,16.33%,"$320,000","$320,000",Autorizado,Plata,4,1,2,412,🎟️​ Crecer frecuencia
1551,863,0,103316.91,Guasave,2018-12-13,2025-09-03,1,7,5,"$101,231",$349,"$1,805",0.7171985816,"$141,000","$300,000",Autorizado,Oro,5,1,3,513,🎟️​ Crecer frecuencia
1552,864,0,7375,Navolato,2018-12-24,2025-08-01,34,1,1,"$7,367",$50,$50,0.123,"$50,000","$300,000",Autorizado,Inicial,2,1,1,211,🚨Impedir Abandono
1553,865,0,236316,Guasave,2018-12-15,2025-09-02,2,10,13,"$228,013",$218,"$2,793",0.7215827586,"$290,000","$300,000",Autorizado,Platino,4,2,4,424,🔥 Mantener Racha
1555,867,0,315538,Mazatlan,2018-12-16,2025-09-03,1,22,19,"$297,344",$182,"$3,419",86.69%,"$330,000","$400,000",Autorizado,Titanio,5,3,2,532,💎 Ancla de Negocio
1557,869,0,113893,Los Mochis,2018-12-23,2025-09-03,1,4,7,"$108,332",$195,"$1,459",0.5653247423,"$194,000","$300,000",Autorizado,Oro,5,1,3,513,🎟️​ Crecer frecuencia
1560,872,0,27700,Huatabampo,2019-01-04,2025-09-02,2,2,2,"$25,233",$100,$201,0.3893460756,"$67,806","$300,000",Autorizado,Bronce,4,1,2,412,🎟️​ Crecer frecuencia
1561,873,0,245678.17,Guamuchil,2018-12-21,2025-09-01,3,27,18,"$237,039",$203,"$3,621",0.7396474576,"$295,000","$300,000",Autorizado,Platino,4,4,4,444,🔥 Mantener Racha
1563,875,0,174285,Guasave,2018-12-23,2025-08-22,13,14,9,"$142,086",$259,"$2,198",0.7455658537,"$205,000","$300,000",Autorizado,Oro,4,2,4,424,🔥 Mantener Racha
1565,877,0,110891,Culiacan,2018-12-22,2025-09-03,1,5,7,"$99,317",$258,"$1,806",70.94%,"$155,000","$300,000",Autorizado,Plata,5,2,4,524,🔥 Mantener Racha
1567,879,0,103987.92,Culiacan,2019-01-11,2025-09-03,1,7,6,"$98,811",$241,"$1,325",75.93%,"$135,000","$400,000",Autorizado,Plata,5,2,4,524,🔥 Mantener Racha
1568,880,0,103648,Cd Obregon,2018-12-27,2025-08-31,4,5,6,"$76,834",$190,"$1,214",64.54%,"$140,000","$300,000",Autorizado,Plata,4,2,4,424,🔥 Mantener Racha
1569,881,0,98370,Mazatlan,2019-01-03,2025-08-25,10,7,6,"$102,705",$162,$970,0.4228358974,"$195,000","$300,000",Autorizado,Oro,4,1,3,413,🎟️​ Crecer frecuencia
1575,887,0,299524,Culiacan,2018-12-28,2025-09-03,1,19,18,"$287,700",$241,"$4,252",89.11%,"$300,000","$300,000",Autorizado,Titanio,5,2,2,522,💎 Ancla de Negocio
1580,892,0,293967,Chihuahua,2019-01-16,2025-09-02,2,14,14,"$282,916",$374,"$5,297",90.46%,"$330,000","$400,000",Autorizado,Titanio,4,2,2,422,💎 Ancla de Negocio
1583,895,0,200847.07,Navolato,2019-01-07,2025-09-03,1,12,11,"$178,686",$247,"$2,721",0.6381633333,"$300,000","$300,000",Autorizado,Platino,5,2,3,523,🎟️​ Crecer frecuencia
1584,896,0,361791.68,Guamuchil,2019-01-04,2025-09-03,1,23,22,"$357,461",$239,"$5,216",89.03%,"$390,000","$400,000",Autorizado,Titanio,5,3,3,533,💎 Ancla de Negocio
1587,899,0,178068,Tepic,2019-01-15,2025-09-03,1,17,19,"$238,565",$154,"$2,935",0.6378633333,"$300,000","$300,000",Autorizado,Platino,5,3,2,532,📈​ Crecer Monto
1596,908,0,194747,Cd Obregon,2019-01-10,2025-09-04,0,13,16,"$253,288",$161,"$2,583",54.75%,"$300,000","$300,000",Autorizado,Titanio,5,2,1,521,🎟️​ Crecer frecuencia
1599,911,0,288734,Tepic,2019-02-06,2025-09-02,2,14,16,"$294,347",$238,"$3,809",83.55%,"$300,000","$300,000",Autorizado,Titanio,4,2,2,422,💎 Ancla de Negocio
1601,913,0,173494.95,Culiacan,2019-01-16,2025-09-02,2,11,13,"$196,134",$115,"$1,480",0.5929730769,"$260,000","$300,000",Autorizado,Platino,4,2,2,422,🎟️​ Crecer frecuencia
1603,915,0,31000,Culiacan II,2019-01-04,2025-09-03,1,6,6,"$5,167",$199,"$1,195",0.863125,"$40,000","$400,000",Autorizado,Inicial,5,3,4,534,🔥 Mantener Racha
1604,916,0,304529.77,San Pedro de las Colonias,2019-01-02,2025-09-04,0,18,15,"$294,638",$322,"$4,887",84.58%,"$330,000","$400,000",Autorizado,Titanio,5,2,2,522,💎 Ancla de Negocio
1606,918,0,45948,Mazatlan,2019-02-12,2025-08-30,5,2,4,"$47,875",$80,$279,0.4300333333,"$90,000","$300,000",Autorizado,Bronce,4,1,3,413,🎟️​ Crecer frecuencia
1608,920,0,219591,Tepic,2019-01-11,2025-08-19,16,19,14,"$196,851",$159,"$2,283",0.9981409091,"$220,000","$300,000",Bloqueado (Automatico),Platino,3,3,3,333,🏆 Candidata a Incremento
1609,921,0,27600,Chihuahua,2019-01-25,2025-08-13,22,1,2,"$28,382",$281,$450,0.3066666667,"$90,000","$300,000",Autorizado,Bronce,3,1,2,312,🥶Enfriándose
1619,931,0,16750,Guasave,2019-08-02,2025-08-21,14,1,1,"$14,725",$84,$106,0.2142307692,"$65,000","$300,000",Autorizado,Inicial,4,1,2,412,🎟️​ Crecer frecuencia
1622,934,0,164384.39,Francisco I Madero,2019-01-07,2025-08-15,20,5,11,"$194,253",$107,"$1,217",0.6034411667,"$240,000","$300,000",Bloqueado (Automatico),Platino,3,1,2,312,🥶Enfriándose
1625,937,0,295307.95,Torreon,2019-01-04,2025-09-03,1,20,19,"$283,878",$111,"$2,136",86.15%,"$300,000","$300,000",Autorizado,Titanio,5,2,2,522,💎 Ancla de Negocio
1626,938,0,193367,Eldorado,2019-01-11,2025-09-03,1,16,12,"$183,995",$122,"$1,506",0.7365364807,"$233,000","$300,000",Autorizado,Platino,5,3,3,533,📈​ Crecer Monto
1629,941,0,136514,Navolato,2019-01-11,2025-08-30,5,11,7,"$125,871",$349,"$2,327",0.6948514286,"$175,000","$300,000",Autorizado,Oro,4,2,4,424,🔥 Mantener Racha
1630,942,0,43446,Huatabampo,2019-01-11,2025-09-01,3,3,4,"$49,082",$135,$515,0.2922552805,"$132,090","$300,000",Autorizado,Bronce,4,1,3,413,🎟️​ Crecer frecuencia
1632,944,0,50440,Cd Obregon,2019-01-08,2025-08-02,33,1,3,"$34,192",$227,$680,0.355392,"$125,000","$300,000",Autorizado,Bronce,2,1,3,213,🚨Impedir Abandono
1634,946,0,165605.42,Chihuahua,2019-01-12,2025-08-28,7,6,9,"$165,968",$206,"$1,816",0.6327568627,"$255,000","$300,000",Autorizado,Platino,4,1,2,412,🎟️​ Crecer frecuencia
1635,947,0,30961,Los Mochis,2019-01-18,2025-08-19,16,2,2,"$29,875",$70,$140,0.2856,"$87,500","$300,000",Autorizado,Bronce,3,1,2,312,🥶Enfriándose
1636,948,0,299337,Cd Obregon,2019-01-29,2025-09-03,1,16,19,"$299,744",$296,"$5,532",92.25%,"$300,000","$300,000",Autorizado,Titanio,5,2,2,522,💎 Ancla de Negocio
1637,949,0,395117,Guasave,2019-01-10,2025-09-03,1,24,23,"$397,846",$185,"$4,253",88.70%,"$400,000","$400,000",Autorizado,Titanio,5,3,3,533,💎 Ancla de Negocio
1641,953,0,125017,Chihuahua,2019-01-08,2025-08-27,8,7,7,"$137,929",$333,"$2,223",0.4323764706,"$255,000","$300,000",Autorizado,Oro,4,1,3,413,🎟️​ Crecer frecuencia
1644,956,0,124952.25,Delicias,2019-01-10,2025-09-02,2,9,7,"$108,800",$291,"$1,986",0.4625898438,"$256,000","$300,000",Autorizado,Oro,4,2,3,423,🎟️​ Crecer frecuencia
1646,958,0,271410,Los Mochis,2019-01-10,2025-09-01,3,13,14,"$222,107",$173,"$2,399",0.7277878788,"$330,000","$400,000",Autorizado,Platino,4,2,4,424,💎 Ancla de Negocio
1652,964,0,42164,Tepic,2019-01-22,2025-08-24,11,5,3,"$35,677",$189,$615,0.12249,"$300,000","$300,000",Autorizado,Bronce,4,2,3,423,🎟️​ Crecer frecuencia
1653,965,0,186695,Mazatlan,2019-01-25,2025-09-01,3,9,9,"$185,238",$205,"$1,842",0.733693617,"$235,000","$300,000",Autorizado,Platino,4,2,3,423,🎟️​ Crecer frecuencia
1657,969,0,363052,Culiacan,2019-02-20,2025-09-03,1,28,19,"$282,029",$249,"$4,740",91.27%,"$380,000","$400,000",Autorizado,Titanio,5,3,3,533,💎 Ancla de Negocio
1661,973,0,173578,Delicias,2019-01-21,2025-09-02,2,15,12,"$163,387",$219,"$2,589",0.6245625,"$272,000","$400,000",Autorizado,Platino,4,3,2,432,📈​ Crecer Monto
1663,975,0,51239,San Pedro de las Colonias,2019-01-18,2025-08-27,8,2,3,"$58,977",$210,$701,41.88%,"$105,000","$300,000",Autorizado,Plata,4,1,2,412,🎟️​ Crecer frecuencia
1664,976,0,8439,Tepic,2023-04-17,2025-06-19,77,0,1,"$19,316",$188,$188,0.1298307692,"$65,000","$400,000",Autorizado,Inicial,1,1,1,111,🫨 Reactivación
1665,977,0,199799.09,Tepic,2019-01-22,2025-09-03,1,14,14,"$206,936",$246,"$3,406",0.7645058824,"$255,000","$300,000",Autorizado,Platino,5,2,3,523,🎟️​ Crecer frecuencia
1668,980,0,2140,Delicias,2019-01-24,2025-04-02,155,0,1,"$8,503",$204,$204,0.01902222222,"$90,000","$300,000",Autorizado,Inicial,1,1,1,111,🧊 Hibernando
1670,982,0,191446,Mazatlan,2019-01-23,2025-09-02,2,13,9,"$183,097",$383,"$3,514",0.6824037736,"$265,000","$300,000",Autorizado,Platino,4,2,3,423,🎟️​ Crecer frecuencia
1679,991,0,30138,Culiacan,2019-01-31,2025-08-26,9,3,3,"$25,416",$326,$814,0.1512333333,"$180,000","$300,000",Autorizado,Bronce,4,1,2,412,🎟️​ Crecer frecuencia
1680,992,0,299877,Coatzacoalcos,2019-01-26,2025-09-02,2,20,20,"$269,052",$207,"$4,165",99.96%,"$330,000","$400,000",Autorizado,Titanio,4,2,2,422,🏆 Candidata a Incremento
1683,995,0,86436,Guasave,2019-02-21,2025-09-03,1,7,5,"$98,487",$218,"$1,017",42.57%,"$185,000","$300,000",Autorizado,Plata,5,2,3,523,🎟️​ Crecer frecuencia
1684,996,0,46878,Navolato,2019-01-27,2025-08-21,14,6,2,"$22,055",$216,$475,0.6819388582,"$62,903","$300,000",Autorizado,Bronce,4,2,3,423,🎟️​ Crecer frecuencia
1688,1000,0,272043,Cd Obregon,2019-01-29,2025-08-29,6,19,16,"$286,284",$254,"$3,985",70.97%,"$330,000","$400,000",Autorizado,Titanio,4,2,2,422,💎 Ancla de Negocio
1690,1002,0,90739.67,Culiacan,2019-01-30,2025-08-31,4,7,5,"$69,514",$214,"$1,143",75.57%,"$115,000","$300,000",Autorizado,Plata,4,2,3,423,🎟️​ Crecer frecuencia
1691,1003,0,221499.85,Culiacan,2019-02-01,2025-09-01,3,12,11,"$211,280",$183,"$2,102",0.8343673469,"$245,000","$300,000",Autorizado,Platino,4,2,3,423,🎟️​ Crecer frecuencia
